1.931137562,5.39663887,-1.687698841,4.425406456,-3.204465628,4.727392197,4.877437592,1.997108459,-2.694411278,-1.08617115,2.957247734,-5.401491165,4.275206566,2.106220722,-2.9941082,-4.104194641
3.432862282,4.36519146,-4.658838749,1.028739452,-1.478435516,3.732469559,-4.521291733,-5.218479633,1.889379978,-3.184912205,0.043975353,2.55645752,3.085869789,3.862668037,2.871979713,-2.151452541
3.44187355,-5.052653313,5.242313385,-5.239714146,-1.563250065,-1.374882698,-1.640930176,2.369496822,-2.275012016,-1.340076923,-0.273923397,-3.043941259,1.83106041,-0.442575932,3.809136391,3.042277336
-4.548159599,-5.204465389,-4.489385605,-3.050611973,-4.807103157,-5.044951916,-1.104972363,-0.712443829,3.32757473,0.923685551,4.09252739,-5.01505661,-4.893882751,-1.509467125,5.170823097,-0.040513039
-1.737251997,-2.644362688,3.943861961,4.711521149,4.469586372,0.316420078,4.671505928,-5.213366985,1.096178532,5.100046158,-5.418636799,5.080558777,-3.989882708,-0.075754642,-4.461546421,-3.611509323
-4.69055748,-4.911118031,-4.274244308,4.97709465,2.513176918,-5.376834393,-2.995836496,-4.979286671,2.923603058,2.267175674,4.762042999,0.44625473,-2.366353273,-1.472063541,-3.133999348,-0.396224976
-3.427736521,-2.491683483,2.167072296,0.524850845,-0.422077656,3.182953835,5.016357422,2.526495934,1.155187607,0.884361744,3.526974678,-5.180997849,-0.360967159,0.462832451,-3.167733431,1.771404743
-4.867362499,0.006694317,-0.302405834,4.125193596,-1.898072481,1.797832489,-2.706404686,1.309009552,1.331472874,4.481926918,1.987653732,1.362852097,4.460811615,0.058618069,3.238530159,0.754344463
-3.554965734,1.209979057,4.078782082,1.373578548,3.24354744,4.479885101,0.285421371,-1.203690052,-5.456719875,-1.56195116,-2.977696896,-3.924017668,0.698564529,-2.7354846,5.180494308,-1.923584461
2.120938778,-1.940144777,-4.617155075,-4.725402832,3.679945946,-3.082001686,-0.303740501,1.865563393,3.329595566,0.261956215,1.984278679,-0.636123657,1.891909122,0.647817135,-2.910986185,4.798071861
4.985990524,4.167581558,-2.28965497,-0.478568554,-1.65640831,3.178397179,1.860840797,-0.635140419,2.271395206,1.716210365,2.380820751,-0.636904716,1.844191551,5.017642021,-0.980469704,-0.334539413
3.422002792,-2.225762844,0.295592308,-0.221156597,3.665914536,-0.572852612,-3.503207207,-3.798742771,-3.180871248,1.247761726,0.685325146,-0.912051678,2.299969196,0.583776951,-1.450191021,2.484197617
-4.777959347,16.9412632,9.045192719,13.1696167,-10.4389534,-7.584856033,15.18050385,-12.91912746,10.14569378,23.07714462,-15.40439606,9.56674099,-7.587528706,-13.78240967,-10.26130486,10.28798103
6.222016335,0.55029887,12.13151455,6.160002708,-6.192151546,-0.848764181,4.657374382,-9.030981064,12.3462162,10.2068634,-3.258711576,13.27103806,-14.89418316,-3.524799109,-14.49059677,5.171693325
